,SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE.1,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
3745,1,-122.3455983,47.6262743,4381,16409,16409,3598982,Matched,Block,,VALLEY ST BETWEEN TAYLOR AVE N AND 6TH AVE N, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/04/05 00:00:00+00,4/5/2013 1:41:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
3746,1,-122.31597509999999,47.54858799,4382,17230,17230,1188116,Matched,Intersection,33127.0,13TH AVE S AND AIRPORT WAY S,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/01/15 00:00:00+00,1/15/2004 3:10:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4015035.0,,22,One car leaving driveway access,0,0,N
3747,1,-122.3687379,47.67597637,4383,16730,16730,3551543,Matched,Intersection,24211.0,9TH AVE NW AND NW 65TH ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,2013/04/07 00:00:00+00,4/7/2013 12:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
3748,2,-122.34240190000001,47.61855016,4384,16857,16857,3503733,Matched,Intersection,29515.0,DENNY WAY AND DEXTER AVE, ,,2,Injury Collision,Left Turn,6,0,0,2,2013/04/13 00:00:00+00,4/13/2013 12:22:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,Y,Raining,Wet,Dark - Street Lights On,,,,28,From opposite direction - one left turn - one straight,0,0,N
3749,2,-122.27681570000001,47.50759188,4386,233600,234000,3693073,Unmatched,Block,,S RYAN WAY BETWEEN M L KING JR WAY S AND CITY LIMITS, ,,2,Injury Collision,,1,0,0,0,2017/01/18 00:00:00+00,1/18/2017,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N
3750,1,-122.3045906,47.64824143,4387,16850,16850,3503264,Matched,Block,,MONTLAKE BR BETWEEN POINT A AND NE PACIFIC ST, ,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,2013/04/13 00:00:00+00,4/13/2013 11:30:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
3751,1,-122.28209479999998,47.54600376,4389,18466,18466,1786496,Matched,Block,,S GRAHAM ST BETWEEN 39TH AVE S AND 42ND AVE S,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/03/04 00:00:00+00,3/4/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Wet,Dusk,,4064029.0,,23,From same direction - all others,0,0,N
3752,1,-122.395831,47.69057039,4391,18903,18903,1779704,Matched,Intersection,37081.0,30TH AVE NW AND NW 85TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/06 00:00:00+00,1/6/2004,At Intersection (but not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Snowing,Snow/Slush,Dawn,,4006030.0,,32,One parked--one moving,0,0,N
3753,1,-122.303739,47.66795924,4392,18959,18959,1794649,Matched,Intersection,26085.0,22ND AVE NE AND NE 54TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/12/17 00:00:00+00,12/17/2004 2:24:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4352039.0,,10,Entering at angle,0,0,N
3754,2,-122.30461399999999,47.64541021,4393,18441,18441,1789910,Matched,Block,,MONTLAKE BLVD E BETWEEN MONTLAKE BV ON RP AND E HAMLIN ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/02/22 00:00:00+00,2/22/2004 9:08:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Dark - Street Lights Off,,4053016.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
3755,1,-122.3776564,47.66366682,4394,18742,18742,1931081,Matched,Block,,NW LEARY WAY BETWEEN 15TH SB AVE NW AND LEARY AVE NW,,,1,Property Damage Only Collision,Other,4,0,0,1,2004/11/27 00:00:00+00,11/27/2004 2:09:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Overcast,Wet,Dark - Street Lights On,,4332005.0,,50,Fixed object,0,0,N
3756,1,-122.36590790000001,47.51827945,4395,18241,18241,1775249,Matched,Block,,26TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/05/16 00:00:00+00,5/16/2004 2:30:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Overcast,Wet,Dark - Street Lights On,,4137023.0,,32,One parked--one moving,0,0,N
3757,1,-122.3553865,47.69874422,4397,18787,18787,1773881,Matched,Block,,GREENWOOD AVE N BETWEEN N 95TH ST AND N 97TH ST,,,1,Property Damage Only Collision,Other,5,0,0,3,2004/01/09 00:00:00+00,1/9/2004,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Dark - Street Lights On,,4009031.0,,21,One car entering driveway access,0,0,N
3758,1,-122.2996622,47.58631348,4398,18537,18537,1474214,Matched,Block,,S HOLGATE ST BETWEEN 25TH AVE S AND 26TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/10 00:00:00+00,3/10/2004 9:10:00 AM,Driveway Junction,13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,0,Clear,Dry,Daylight,,4070010.0,,32,One parked--one moving,0,0,N
3759,1,-122.3263588,47.59961377,4399,18218,18218,1776262,Matched,Block,,6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/06 00:00:00+00,1/6/2004,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Snowing,Snow/Slush,Daylight,,4006018.0,,32,One parked--one moving,0,0,N
3760,1,-122.32882350000001,47.68324698,4401,18271,18271,1773681,Matched,Block,,N 75TH ST BETWEEN SUNNYSIDE AVE N AND 1ST AVE NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/02/08 00:00:00+00,2/8/2004,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Unknown,,4039021.0,,32,One parked--one moving,0,0,N
3761,1,-122.2854432,47.55865579,4404,19003,19003,1793270,Matched,Intersection,33568.0,RAINIER AVE S AND S EDMUNDS ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/10/05 00:00:00+00,10/5/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4279006.0,,15,From same direction - one left turn - one straight,0,0,N
3762,2,-122.3762169,47.66716211,4405,18235,18235,1475621,Matched,Intersection,25426.0,15TH AVE NW AND NW 53RD ST,,,2,Injury Collision,Left Turn,2,0,0,2,2004/07/30 00:00:00+00,7/30/2004 12:59:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4212037.0,,28,From opposite direction - one left turn - one straight,0,0,N
3763,1,-122.38310859999999,47.54753546,4406,18462,18462,1774836,Matched,Block,,FAUNTLEROY WAY SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/02 00:00:00+00,1/2/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Ice,Dawn,,4002067.0,Y,32,One parked--one moving,0,0,N
3764,2,-122.34931770000001,47.53014627,4407,19088,19088,1775241,Matched,Intersection,34993.0,11TH AVE SW AND SW ELMGROVE ST,,,2,Injury Collision,Angles,4,0,0,2,2004/03/21 00:00:00+00,3/21/2004 9:55:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4081030.0,,10,Entering at angle,0,0,N
3765,2,-122.26998789999999,47.52281564,4408,19084,19084,1477140,Matched,Block,,RAINIER AVE S BETWEEN S HENDERSON ST AND S DIRECTOR N ST,,,2,Injury Collision,Other,4,0,0,2,2004/06/15 00:00:00+00,6/15/2004 7:30:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4167016.0,,22,One car leaving driveway access,0,0,N
3766,1,-122.3254008,47.63536954,4409,18836,18836,1772353,Matched,Block,,EASTLAKE AVE E BETWEEN E BLAINE ST AND E HOWE ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/05/08 00:00:00+00,5/8/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Dry,Dark - Street Lights On,,4129001.0,,50,Fixed object,0,0,N
3767,1,-122.3242406,47.67709965,4410,18282,18282,1220794,Matched,Block,,5TH AVE NE BETWEEN NE 65TH E ST AND WOODLAWN AVE NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/02/25 00:00:00+00,2/25/2004 5:00:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,4056022.0,,32,One parked--one moving,0,0,N
3768,1,-122.3814567,47.55925332,4411,18042,18042,1775314,Matched,Intersection,32764.0,FAUNTLEROY WAY SW AND SW EDMUNDS ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/04/11 00:00:00+00,4/11/2004 12:55:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4102006.0,,10,Entering at angle,0,0,N
3769,2,-122.2864886,47.5601082,4412,18607,18607,1771699,Matched,Block,,RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,,,2,Injury Collision,Rear Ended,4,0,0,2,2004/05/05 00:00:00+00,5/5/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4126012.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3770,1,-122.3258255,47.61298804,4413,18264,18264,1788091,Matched,Block,,E UNION ST BETWEEN CRAWFORD PL AND SUMMIT AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/11 00:00:00+00,7/11/2004 2:00:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4193019.0,,32,One parked--one moving,0,0,N
3771,1,-122.3548108,47.72640683,4414,18144,18144,1687748,Matched,Block,,N 134TH ST BETWEEN GREENWOOD AVE N AND BITTER PL N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/11/04 00:00:00+00,11/4/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Dark - Street Lights On,,4309026.0,,32,One parked--one moving,0,0,N
3772,1,-122.38548349999999,47.56019691,4415,18871,18871,1790405,Matched,Block,,42ND AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/05/15 00:00:00+00,5/15/2004 12:52:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,4136005.0,,21,One car entering driveway access,0,0,N
3773,1,-122.32807859999998,47.60416123,4416,18851,18851,1777407,Matched,Intersection,29973.0,6TH AVE AND JAMES ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/02/26 00:00:00+00,2/26/2004 1:55:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4057023.0,,28,From opposite direction - one left turn - one straight,0,0,N
3774,1,-122.34889799999999,47.6171311,4417,18373,18373,1213808,Matched,Intersection,29669.0,3RD AVE AND CEDAR ST,,,1,Property Damage Only Collision,Angles,5,0,0,2,2004/07/23 00:00:00+00,7/23/2004 11:24:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4205031.0,,10,Entering at angle,0,0,N
3775,1,-122.27035349999998,47.53730025,4419,18773,18773,1771396,Matched,Block,,RAINIER AVE S BETWEEN S GARDEN ST AND S OTHELLO ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/06/11 00:00:00+00,6/11/2004 4:10:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4163045.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3776,1,-122.3449719,47.72275671,4421,18313,18313,1779817,Matched,Block,,AURORA AVE N BETWEEN N 128TH ST AND N 130TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/05/04 00:00:00+00,5/4/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Overcast,Dry,Dusk,,4125015.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3777,1,-122.31479540000001,47.57214492,4422,19041,19041,1787597,Matched,Intersection,32244.0,14TH AVE S AND S COLUMBIAN WAY,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/11/15 00:00:00+00,11/15/2004 12:38:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,4320038.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3778,2,-122.3449669,47.72230187,4423,18106,18106,1779686,Matched,Intersection,35827.0,AURORA AVE N AND N 128TH ST,,,2,Injury Collision,Left Turn,3,0,0,2,2004/08/06 00:00:00+00,8/6/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4219016.0,,28,From opposite direction - one left turn - one straight,0,0,N
3779,2,-122.3396143,47.61516016,4426,18846,18846,1777243,Matched,Intersection,29544.0,6TH AVE AND LENORA ST,,,2,Injury Collision,Angles,2,0,0,2,2004/11/30 00:00:00+00,11/30/2004 4:14:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4335007.0,,10,Entering at angle,0,0,N
3780,1,-122.38611609999998,47.56108911,4428,18528,18528,1790382,Matched,Block,,SW ALASKA ST BETWEEN 42ND AVE SW AND CALIFORNIA AVE SW,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/09/09 00:00:00+00,9/9/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4253028.0,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
3781,1,-122.31192970000001,47.67578344,4429,18617,18617,1480515,Matched,Intersection,24506.0,15TH AVE NE AND NE 65TH ST,,,1,Property Damage Only Collision,Pedestrian,3,2,0,1,2004/04/14 00:00:00+00,4/14/2004 11:45:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Daylight,Y,4105005.0,,2,Vehicle turning left hits pedestrian,0,0,N
3782,1,-122.3011706,47.59647763,4432,19011,19011,1795878,Matched,Intersection,30638.0,24TH AVE S AND S LANE S ST,,,1,Property Damage Only Collision,Angles,4,0,0,2,2004/10/01 00:00:00+00,10/1/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4275028.0,,10,Entering at angle,0,0,N
3783,2,-122.3551548,47.5182794,4433,18479,18479,1317220,Matched,Block,,16TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,,,2,Injury Collision,Other,3,0,0,2,2004/03/18 00:00:00+00,3/18/2004 7:05:00 PM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Wet,Dark - Street Lights On,,4078034.0,,21,One car entering driveway access,0,0,N
3784,1,-122.2991597,47.57967346,4434,18066,18066,1779094,Matched,Block,,RAINIER AVE S BETWEEN S BAYVIEW ST AND S MCCLELLAN ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/10/21 00:00:00+00,10/21/2004 4:27:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Overcast,Dry,Daylight,,4295008.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
3785,2,-122.31246409999999,47.65297596,4435,18785,18785,1773728,Matched,Intersection,27149.0,15TH AVE NE AND NE PACIFIC ST,,,2,Injury Collision,Angles,2,0,0,2,2004/01/21 00:00:00+00,1/21/2004 11:20:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,4021018.0,,10,Entering at angle,0,0,N
3786,1,-122.3886369,47.67680852,4436,18839,18839,1220410,Matched,Block,,25TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/09/03 00:00:00+00,9/3/2004,Mid-Block (not related to intersection),15,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE SIDESWIPE",,0,Clear,Dry,Unknown,,4247001.0,,32,One parked--one moving,0,0,N
3787,2,-122.2860912,47.54701438,4437,18070,18070,1771518,Matched,Block,,M L KING JR WR WAY S BETWEEN S RAYMOND ST AND S GRAHAM ST,,,2,Injury Collision,Rear Ended,4,0,0,3,2004/07/24 00:00:00+00,7/24/2004 1:43:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4206019.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3788,1,-122.39013600000001,47.67453958,4438,18317,18317,1219813,Matched,Intersection,25196.0,26TH AVE NW AND NW 63RD ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/11/07 00:00:00+00,11/7/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4312009.0,,10,Entering at angle,0,0,N
3789,1,-122.3013165,47.54534364,4439,18418,18418,1784202,Matched,Block,,S EDDY ST BETWEEN 24TH AVE S AND BEACON WR AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/10/10 00:00:00+00,10/10/2004 2:17:00 PM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,4284016.0,,32,One parked--one moving,0,0,N
3790,1,-122.2635447,47.67572243,4440,18436,18436,1774695,Matched,Intersection,26276.0,SAND POINT WAY NE AND NE 65TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/02/10 00:00:00+00,2/10/2004 6:43:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4041023.0,,28,From opposite direction - one left turn - one straight,0,0,N
3791,1,-122.32636880000001,47.59709708,4441,18588,18588,1059944,Matched,Block,,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,,,1,Property Damage Only Collision,Pedestrian,2,1,0,1,2004/12/26 00:00:00+00,12/26/2004 4:37:00 PM,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,0,Clear,Dry,Daylight,,4361007.0,,0,Vehicle going straight hits pedestrian,0,0,N
3792,1,-122.38555120000001,47.55298338,4442,18708,18708,1775349,Matched,Block,,42ND AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/11/27 00:00:00+00,11/27/2004 8:30:00 AM,Mid-Block (not related to intersection),15,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE SIDESWIPE",Y,0,Clear,Dry,Daylight,,4332021.0,,32,One parked--one moving,0,0,N
3793,1,-122.34330630000001,47.70142662,4443,18094,18094,1797096,Matched,Block,,N 100TH ST BETWEEN AURORA AVE N AND STONE AVE N,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/12/04 00:00:00+00,12/4/2004,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4339052.0,,22,One car leaving driveway access,0,0,N
3794,2,-122.29673989999999,47.57582846,4444,18195,18195,1773022,Matched,Block,,M L KING JR WAY S BETWEEN S WINTHROP ST AND M L KING JR ER WAY S,,,2,Injury Collision,Sideswipe,5,0,0,2,2004/07/13 00:00:00+00,7/13/2004 5:25:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4195008.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
3795,2,-122.3156676,47.67945216,4445,18653,18653,1774693,Matched,Intersection,24473.0,12TH AVE NE AND NE 70TH ST,,,2,Injury Collision,Angles,2,0,0,2,2004/02/09 00:00:00+00,2/9/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4040016.0,,10,Entering at angle,0,0,N
3796,2,-122.3173732,47.6765544,4446,19080,19080,1780716,Matched,Intersection,24499.0,ROOSEVELT WAY NE AND NE 66TH ST,,,2,Injury Collision,Angles,2,0,0,2,2004/02/24 00:00:00+00,2/24/2004 8:54:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4055021.0,,10,Entering at angle,0,0,N
3797,2,-122.34469409999998,47.70505121,4447,18968,18968,1773506,Matched,Intersection,36360.0,AURORA AVE N AND N NORTHGATE WAY,,,2,Injury Collision,Pedestrian,2,1,0,1,2004/03/05 00:00:00+00,3/5/2004,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Raining,Wet,Daylight,,4065007.0,,0,Vehicle going straight hits pedestrian,0,0,N
3798,1,-122.35532079999999,47.69241844,4448,18281,18281,1220501,Matched,Intersection,37448.0,GREENWOOD AVE N AND N 87TH ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/08/11 00:00:00+00,8/11/2004 2:00:00 AM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear,Dry,Dark - Street Lights On,,4224044.0,,15,From same direction - one left turn - one straight,0,0,N
3799,1,-122.3116922,47.68215112,4449,18310,18310,1482099,Matched,Block,,15TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/12 00:00:00+00,1/12/2004 12:01:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",Y,0,Clear,Dry,Dark - Street Lights On,,4012002.0,,32,One parked--one moving,0,0,N
3800,2,-122.2977642,47.59263111,4450,18897,18897,1789733,Matched,Intersection,30674.0,M L KING JR WAY S AND S ELMWOOD PL,,,2,Injury Collision,Parked Car,2,0,0,2,2004/01/15 00:00:00+00,1/15/2004 4:34:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4015010.0,,20,One car leaving parked position,0,0,N
3801,1,-122.34593829999999,47.69636259,4451,18404,18404,C649713,Matched,Block,,N 93RD ST BETWEEN LINDEN AVE N AND AURORA AVE N,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/12/04 00:00:00+00,12/4/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,4339071.0,,23,From same direction - all others,0,0,N
3802,1,-122.33170020000001,47.62023988,4454,18695,18695,1780495,Matched,Block,,PONTIUS AVE N BETWEEN JOHN E ST AND THOMAS ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/26 00:00:00+00,7/26/2004 8:45:00 PM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,4208023.0,,32,One parked--one moving,0,0,N
3803,1,-122.32650579999999,47.63824718,4457,19025,19025,1316298,Matched,Block,,E BOSTON ST BETWEEN YALE AVE E AND EASTLAKE AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/04 00:00:00+00,7/4/2004,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Clear,Dry,Unknown,,4186035.0,,32,One parked--one moving,0,0,N
3804,1,-122.3192088,47.70856922,4458,18859,18859,1773616,Matched,Block,,NE NORTHGATE WAY BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/06/03 00:00:00+00,6/3/2004,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4155018.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
