,SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE.1,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
9973,1,-122.3374312,47.61330061,12548,26309,26309,1324742,Matched,Intersection,29555.0,STEWART ST AND WESTLAKE AVE,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/10/29 00:00:00+00,10/29/2004 11:55:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,4303019.0,,10,Entering at angle,0,0,N
9974,2,-122.3790628,47.54837233,12549,25879,25879,1795506,Matched,Intersection,32831.0,37TH AVE SW AND SW RAYMOND ST,,,2,Injury Collision,Angles,3,0,0,2,2004/12/04 00:00:00+00,12/4/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights Off,,4339065.0,,10,Entering at angle,0,0,N
9975,1,-122.2790514,47.52375634,12550,25397,25397,1203746,Matched,Block,,M L KING JR WR WAY S BETWEEN S TRENTON ST AND S HENDERSON ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/01/20 00:00:00+00,1/20/2004 2:14:00 PM,Mid-Block (but intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4020014.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
9976,1,-122.32041540000002,47.62312721,12551,25098,25098,1789520,Matched,Block,,E REPUBLICAN ST BETWEEN BROADWAY E AND 10TH AVE E,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/08/30 00:00:00+00,8/30/2004 9:30:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,Y,0,Clear,Dry,Daylight,,4243001.0,,50,Fixed object,0,0,N
9977,2,-122.3399822,47.70504485,12552,26380,26380,1780814,Matched,Block,,N NORTHGATE WAY BETWEEN INTERLAKE AVE N AND ASHWORTH AVE N,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/09/25 00:00:00+00,9/25/2004 5:05:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4269018.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
9978,1,-122.3435997,47.62626764,12553,26007,26007,1785258,Matched,Intersection,28737.0,AURORA AVE N AND VALLEY ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/12/03 00:00:00+00,12/3/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4338032.0,,10,Entering at angle,0,0,N
9979,2,-122.33943970000001,47.56031932,12554,26838,26838,1481323,Matched,Intersection,33031.0,EAST MARGINAL WAY S AND S ALASKA ST,,,2,Injury Collision,Left Turn,3,0,0,2,2004/04/06 00:00:00+00,4/6/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4097016.0,,28,From opposite direction - one left turn - one straight,0,0,N
9980,1,-122.3162941,47.62110870000001,12555,25058,25058,1216854,Matched,Block,,E THOMAS ST BETWEEN 12TH AVE E AND 13TH AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/02 00:00:00+00,7/2/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,4184007.0,,32,One parked--one moving,0,0,N
9981,1,-122.3861624,47.67164251,12556,26495,26495,1780413,Matched,Block,,NW 59TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/18 00:00:00+00,1/18/2004 1:45:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,4018013.0,,32,One parked--one moving,0,0,N
9982,1,-122.3451858,47.61856149,12557,25415,25415,1213773,Matched,Block,,DENNY WAY BETWEEN VINE ST AND 6TH AVE,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/04/14 00:00:00+00,4/14/2004 6:39:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,4105032.0,,22,One car leaving driveway access,0,0,N
9983,1,-122.32277009999999,47.64874073,12558,26881,26881,1799077,Matched,Block,,E ALLISON ST BETWEEN EASTLAKE AVE E AND HARVARD AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/10/20 00:00:00+00,10/20/2004 7:40:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,4294018.0,,32,One parked--one moving,0,0,N
9984,1,-122.34755359999998,47.62671902,12560,25620,25620,1213595,Matched,Block,,5TH AVE N BETWEEN VALLEY ST AND ALOHA ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/12/06 00:00:00+00,12/6/2004,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Dark - Street Lights On,,4341045.0,,32,One parked--one moving,0,0,N
9985,2,-122.345017,47.72685956,12561,24963,24963,1782497,Matched,Intersection,35812.0,AURORA AVE N AND N 135TH ST,,,2,Injury Collision,Angles,2,0,0,2,2004/04/09 00:00:00+00,4/9/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4100004.0,,10,Entering at angle,0,0,N
9986,1,-122.32077140000001,47.61351951,12562,26252,26252,1789627,Matched,Block,,BROADWAY BETWEEN E UNION ST AND E PIKE ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/02/11 00:00:00+00,2/11/2004 4:43:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4042024.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
9987,1,-122.3136719,47.66309573,12563,25853,25853,1079903,Matched,Block,,NE 47TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2004/07/07 00:00:00+00,7/7/2004,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,4189004.0,,32,One parked--one moving,0,0,N
9988,1,-122.31164229999999,47.68788685,12564,25444,25444,1747039,Matched,Block,,LAKE CITY WAY NE BETWEEN 15TH AVE NE AND 16TH AVE NE,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/10/23 00:00:00+00,10/23/2004 3:54:00 PM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4297045.0,Y,13,From same direction - both going straight - both moving - rear-end,0,0,N
9989,2,-122.31677990000001,47.60805878,12565,25911,25911,1772155,Matched,Intersection,29795.0,12TH AVE AND E CHERRY ST,,,2,Injury Collision,Angles,2,0,0,2,2004/04/09 00:00:00+00,4/9/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4100013.0,,10,Entering at angle,0,0,N
9990,1,-122.3056993,47.60351176,12567,26225,26225,1787135,Matched,Block,,E SPRUCE ST BETWEEN 20TH AVE AND 21ST AVE,,,1,Property Damage Only Collision,Parked Car,4,0,0,2,2004/04/19 00:00:00+00,4/19/2004 6:29:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4110016.0,,20,One car leaving parked position,0,0,N
9991,1,-122.3000096,47.66034958,12568,25997,25997,1780040,Matched,Intersection,27293.0,MONTLAKE BLVD NE AND NE 44TH ST,,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2004/02/12 00:00:00+00,2/12/2004 9:50:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4043002.0,,28,From opposite direction - one left turn - one straight,0,0,N
9992,1,-122.3554242,47.62210319,12569,26765,26765,1214103,Matched,Intersection,28924.0,1ST AVE N AND HARRISON ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/06/05 00:00:00+00,6/5/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4157028.0,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N
9993,2,-122.2834778,47.54157198,12570,25903,25903,1771320,Matched,Block,,M L KING JR WR WAY S BETWEEN S HOLLY ST AND S WILLOW ST,,,2,Injury Collision,Other,4,0,0,1,2004/06/06 00:00:00+00,6/6/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Daylight,,4158006.0,,50,Fixed object,0,0,N
9994,1,-122.30554070000001,47.58550389,12572,25093,25093,1779046,Matched,Intersection,31549.0,21ST AVE S AND S PLUM ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/04/07 00:00:00+00,4/7/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4098016.0,,10,Entering at angle,0,0,N
9995,2,-122.26982,47.51684994,12573,25968,25968,1779670,Matched,Block,,S ROXBURY ST BETWEEN 51ST AVE S AND RENTON AVE S,,,2,Injury Collision,Other,4,0,0,3,2004/04/08 00:00:00+00,4/8/2004,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,4099016.0,,21,One car entering driveway access,0,0,N
9996,1,-122.3762212,47.66235291,12574,26281,26281,1213268,Matched,Intersection,25458.0,BALLARD BR AND BALLARD BR OFF RP,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/12/03 00:00:00+00,12/3/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Overcast,Dry,Dusk,,4338026.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
9997,1,-122.31212179999999,47.61411102,12576,25206,25206,1071243,Matched,Block,,E PIKE ST BETWEEN 15TH AVE AND 16TH AVE,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2004/06/25 00:00:00+00,6/25/2004 11:31:00 PM,Mid-Block (not related to intersection),15,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE SIDESWIPE",,0,Clear,Dry,Dark - Street Lights On,,4177012.0,,32,One parked--one moving,0,0,N
9998,2,-122.3453665,47.70505326,12577,26504,26504,1205169,Matched,Block,,N 105TH ST BETWEEN WHITMAN AVE N AND AURORA AVE N,,,2,Injury Collision,Cycles,1,0,1,0,2004/05/10 00:00:00+00,5/10/2004 2:27:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4131008.0,,45,Vehicle - Pedalcyclist,0,0,N
